Station,easting,northing,Vs30,Std,q
CPT_50086_measurement_num_0,1572949.9,5190044.69,177.35,,5
CPT_50087_measurement_num_0,1572951.64,5190056.58,177.86,,5
CPT_50094_measurement_num_0,1575690.86,5177505.63,157.25,,5
CPT_50095_measurement_num_0,1575662.78,5177476.43,157.25,,5
CPT_500_measurement_num_0,1571529.95,5179127.4,127.43,,5
CPT_50101_measurement_num_0,1575679.93,5177490.7,120.8,,5
CPT_5010_measurement_num_0,1573485.08,5178822.43,162.13,,5
CPT_50115_measurement_num_0,1575547.49,5181481.29,129.68,,5
CPT_50116_measurement_num_0,1575556.74,5181471.77,172.41,,5
CPT_50117_measurement_num_0,1575534.71,5181484.79,170.51,,5
CPT_5011_measurement_num_0,1573210.11,5179023.45,146.49,,5
CPT_5012_measurement_num_0,1573553.8,5178883.75,158.6,,5
CPT_50133_measurement_num_0,1570714.75,5178907.69,140.15,,5
CPT_50136_measurement_num_0,1570729.59,5178913.53,135.67,,5
CPT_50138_measurement_num_0,1570751.67,5178906.63,148.66,,5
CPT_5013_measurement_num_0,1573546.43,5178908.6,158.9,,5
CPT_5014_measurement_num_0,1574618.4,5180540.94,186.47,,5
CPT_5015_measurement_num_0,1574630.28,5180493.8,192.89,,5
CPT_5016_measurement_num_0,1574647.46,5180495.5,185.31,,5
CPT_5019_measurement_num_0,1577214.44,5183139.26,183.39,,5
CPT_5020_measurement_num_0,1572623.14,5183120.52,189.55,,5
CPT_5021_measurement_num_0,1572184.98,5183155.64,169.32,,5
CPT_5027_measurement_num_0,1579620.02,5177848.96,176.04,,5
CPT_502_measurement_num_0,1571826.82,5179057.72,131.07,,5
CPT_5034_measurement_num_0,1571657.7,5182631.65,138.01,,5
CPT_5039_measurement_num_0,1576423.05,5185666.68,169.41,,5
CPT_5041_measurement_num_0,1574546.73,5181439.2,173.43,,5
CPT_5044_measurement_num_0,1574861.99,5181219.98,172.2,,5
CPT_5047_measurement_num_0,1574867,5181116.17,183.88,,5
CPT_5048_measurement_num_0,1574722.65,5181255.88,175.44,,5
CPT_5049_measurement_num_0,1574628.8,5181174.56,181.52,,5
CPT_5050_measurement_num_0,1574601.63,5181254.57,172.32,,5
CPT_5052_measurement_num_0,1574997.17,5181541.96,184.12,,5
CPT_5055_measurement_num_0,1575516.24,5182139.66,171.73,,5
CPT_5058_measurement_num_0,1574731.87,5182104.08,176.66,,5
CPT_5059_measurement_num_0,1574786.68,5182229,173.29,,5
CPT_505_measurement_num_0,1571079.78,5180387,173.82,,5
CPT_5060_measurement_num_0,1574752.41,5182225.46,174.73,,5
CPT_50650_measurement_num_0,1576647.76,5182193.41,170.77,,5
CPT_5069_measurement_num_0,1575510.55,5182434.24,176.89,,5
CPT_506_measurement_num_0,1571079.25,5180372.39,153.46,,5
CPT_5073_measurement_num_0,1576948.62,5183149.88,174.39,,5
CPT_5074_measurement_num_0,1577064.02,5183215.04,169.87,,5
CPT_5075_measurement_num_0,1576806.92,5183663.82,170.61,,5
CPT_50790_measurement_num_0,1576950.02,5183466.99,171.31,,5
CPT_50791_measurement_num_0,1578180.63,5182914.8,183.57,,5
CPT_50792_measurement_num_0,1578205.33,5182924.98,190.64,,5
CPT_50795_measurement_num_0,1576093.08,5186495.47,176.57,,5
CPT_507_measurement_num_0,1571108.12,5180380.19,170.12,,5
CPT_50811_measurement_num_0,1570829.54,5180844.38,151.55,,5
CPT_50812_measurement_num_0,1570838.77,5180842.06,141.6,,5
CPT_5081_measurement_num_0,1573751.27,5182506.51,180.84,,5
CPT_5087_measurement_num_0,1576615.1,5185655.03,182.15,,5
CPT_5088_measurement_num_0,1575587.95,5181463.86,172.42,,5
CPT_508_measurement_num_0,1575168.5,5186048.65,156.28,,5
CPT_5095_measurement_num_0,1571570.07,5181632.69,155.2,,5
CPT_509_measurement_num_0,1575593.44,5186064.8,152.05,,5
CPT_50_measurement_num_0,1574412.83,5183187.48,144.82,,5
CPT_5101_measurement_num_0,1575353.27,5185760.62,170.23,,5
CPT_5102_measurement_num_0,1577076.15,5183826.53,185.53,,5
CPT_510_measurement_num_0,1575747.58,5186099.93,154.86,,5
CPT_511_measurement_num_0,1575631.11,5185816.64,154.37,,5
CPT_512_measurement_num_0,1575500.99,5185607.89,171.68,,5
CPT_5133_measurement_num_0,1573523.04,5180884.72,164.84,,5
CPT_513_measurement_num_0,1575265.42,5185760.71,170.14,,5
CPT_5150_measurement_num_0,1571491.21,5182450.03,156.67,,5
CPT_515_measurement_num_0,1572590.18,5181552.59,183.18,,5
CPT_5160_measurement_num_0,1574998.38,5182675.84,171.5,,5
CPT_5166_measurement_num_0,1574940.09,5182714.49,169.13,,5
CPT_5167_measurement_num_0,1574925.52,5182872.81,166.37,,5
CPT_5170_measurement_num_0,1572602.17,5183121.36,176.61,,5
CPT_5188_measurement_num_0,1576578.8,5181147.51,178.53,,5
CPT_51946_measurement_num_0,1569075,5175139,301.71,,5
CPT_51947_measurement_num_0,1569057,5175156,302.53,,5
CPT_51_measurement_num_0,1574462.37,5183343.75,173.87,,5
CPT_5206_measurement_num_0,1577020.33,5182998.4,183.45,,5
CPT_5207_measurement_num_0,1577006.08,5183139.33,173.87,,5
CPT_5208_measurement_num_0,1577073.42,5183240.86,172.11,,5
CPT_5215_measurement_num_0,1576592.29,5181954.85,171.54,,5
CPT_5216_measurement_num_0,1578236.44,5180954.96,174.41,,5
CPT_5217_measurement_num_0,1576643.27,5183733.74,171.36,,5
CPT_522_measurement_num_0,1572864.59,5182049.44,177.5,,5
CPT_5257_measurement_num_0,1574251.72,5181512.9,172.17,,5
CPT_5262_measurement_num_0,1575607.86,5182637.57,182.79,,5
CPT_5274_measurement_num_0,1576351.17,5181392.81,184.63,,5
CPT_5288_measurement_num_0,1576610.39,5184331.14,172.59,,5
CPT_529_measurement_num_0,1572767.08,5181960.41,165.78,,5
CPT_52_measurement_num_0,1574504.38,5183445.31,156.65,,5
CPT_5304_measurement_num_0,1572289.7,5182368.27,192.74,,5
CPT_5305_measurement_num_0,1572597.1,5182724.02,191.94,,5
CPT_5306_measurement_num_0,1572623.6,5183168.86,184.34,,5
CPT_5311_measurement_num_0,1572487.21,5176682.24,151.03,,5
CPT_5313_measurement_num_0,1572513.48,5176663.32,153.68,,5
CPT_5315_measurement_num_0,1572535.83,5176649.04,151.1,,5
CPT_5317_measurement_num_0,1572501.63,5176664.82,142.81,,5
CPT_5318_measurement_num_0,1576362.81,5186382.12,173.59,,5
CPT_5320_measurement_num_0,1576573.79,5184435.82,159.51,,5
CPT_5321_measurement_num_0,1576541.97,5183291.21,170.87,,5
CPT_5322_measurement_num_0,1576505.97,5183037.58,171.96,,5
CPT_5326_measurement_num_0,1576763.51,5181516.3,174.02,,5
CPT_5328_measurement_num_0,1575006.07,5182864.68,163.14,,5
CPT_5338_measurement_num_0,1574012.42,5181934.7,166.44,,5
CPT_5348_measurement_num_0,1572614.38,5178614.91,150.88,,5
CPT_5362_measurement_num_0,1570558.56,5179169.67,116.8,,5
CPT_5363_measurement_num_0,1570671.16,5179149.6,125.58,,5
CPT_5364_measurement_num_0,1570703.17,5179174.5,120.08,,5
CPT_5368_measurement_num_0,1570733.81,5179149.31,121.56,,5
CPT_5369_measurement_num_0,1572387.9,5178754.5,153.43,,5
CPT_536_measurement_num_0,1571900.95,5182002.32,150.5,,5
CPT_5370_measurement_num_0,1575501.36,5181387.54,173.09,,5
CPT_5375_measurement_num_0,1573842.53,5177278.82,165.75,,5
CPT_537_measurement_num_0,1572077.56,5181993.76,139.76,,5
CPT_5382_measurement_num_0,1574236.03,5176980.08,136.38,,5
CPT_5383_measurement_num_0,1575002.02,5182849.07,173.65,,5
CPT_5388_measurement_num_0,1575021.1,5182875.62,161.77,,5
CPT_538_measurement_num_0,1572418.4,5181737.54,154.44,,5
CPT_5392_measurement_num_0,1573629.67,5180823.9,177.19,,5
CPT_5395_measurement_num_0,1573544.94,5180883.99,159.36,,5
CPT_53_measurement_num_0,1574621.42,5183528.92,161.04,,5
CPT_54031_measurement_num_0,1569922.91,5178983.71,165.12,,5
CPT_54032_measurement_num_0,1569919.09,5178971.59,159.71,,5
CPT_54033_measurement_num_0,1569895.01,5178971.81,154.21,,5
CPT_54061_measurement_num_0,1570725.63,5179969.15,174,,5
CPT_54062_measurement_num_0,1570743.94,5179978.22,174,,5
CPT_54064_measurement_num_0,1570724.79,5185792.08,140.01,,5
CPT_54070_measurement_num_0,1570268.21,5179311.88,161.93,,5
CPT_5417_measurement_num_0,1577753.78,5177405.41,151.06,,5
CPT_541_measurement_num_0,1572870.66,5181472.99,152.06,,5
CPT_54207_measurement_num_0,1572443.82,5183143.07,197.71,,5
CPT_5420_measurement_num_0,1578082.09,5177376.48,147.99,,5
CPT_54233_measurement_num_0,1574433.97,5178154.24,156.27,,5
CPT_5423_measurement_num_0,1577928.95,5182401.35,157.16,,5
CPT_54240_measurement_num_0,1570220.39,5180596.16,142.14,,5
CPT_54251_measurement_num_0,1570274.8,5180627.83,141.78,,5
CPT_5429_measurement_num_0,1572547.58,5181139.14,169.28,,5
CPT_54328_measurement_num_0,1572435.96,5181301.97,174.23,,5
CPT_5432_measurement_num_0,1572559.64,5181123.47,78.48,,5
CPT_54336_measurement_num_0,1570098.96,5178442.84,142.59,,5
CPT_54337_measurement_num_0,1570599.27,5184103.87,162.94,,5
CPT_54354_measurement_num_0,1570941,5181571,157.4,,5
CPT_54394_measurement_num_0,1576917.03,5184545.81,170.94,,5
CPT_54395_measurement_num_0,1576935.39,5184543.87,186.8,,5
CPT_543_measurement_num_0,1573113.49,5182019.79,161.57,,5
CPT_54402_measurement_num_0,1571364.51,5175336.08,139.88,,5
CPT_54403_measurement_num_0,1571372.5,5175343.08,138.84,,5
CPT_54407_measurement_num_0,1575079.76,5184206.71,166.2,,5
CPT_54411_measurement_num_0,1576504.2,5184007.81,181.25,,5
CPT_54412_measurement_num_0,1576522.19,5184008.81,177.73,,5
CPT_54417_measurement_num_0,1572751.93,5175993.88,127.82,,5
CPT_54440_measurement_num_0,1572161.73,5183134.06,181.01,,5
CPT_54446_measurement_num_0,1576456.28,5181249.91,180.15,,5
CPT_54448_measurement_num_0,1576448.28,5181235.91,184.08,,5
CPT_54452_measurement_num_0,1573177.48,5182621.6,175.35,,5
CPT_54492_measurement_num_0,1572395.85,5182631.26,169.78,,5
CPT_54493_measurement_num_0,1572397.85,5182648.26,169.9,,5
CPT_54494_measurement_num_0,1572405.85,5182644.26,172.06,,5
CPT_54508_measurement_num_0,1578806.36,5179820.54,184.12,,5
CPT_54509_measurement_num_0,1578796.37,5179843.53,185.99,,5
CPT_54510_measurement_num_0,1578799.37,5179832.54,185.46,,5
CPT_54512_measurement_num_0,1574756.92,5182646.31,175.85,,5
CPT_54513_measurement_num_0,1574773.92,5182663.31,167.71,,5
CPT_54514_measurement_num_0,1574771.92,5182662.31,168.09,,5
CPT_54550_measurement_num_0,1574976.83,5182934.21,168.8,,5
CPT_54551_measurement_num_0,1574988.82,5182927.21,167.01,,5
CPT_5456_measurement_num_0,1573468.96,5182072.39,197.44,,5
CPT_54584_measurement_num_0,1577158.24,5184451.77,177.76,,5
CPT_54585_measurement_num_0,1577141.94,5184447.65,183.91,,5
CPT_5458_measurement_num_0,1578566.09,5177344.46,167.09,,5
CPT_54595_measurement_num_0,1573768,5177964,161.61,,5
CPT_5459_measurement_num_0,1578755.72,5177347.46,164.35,,5
CPT_5460_measurement_num_0,1578876.18,5177136.44,151.78,,5
CPT_54613_measurement_num_0,1572414.55,5182628.18,176.83,,5
CPT_54617_measurement_num_0,1572426.33,5182636.56,176.83,,5
CPT_54618_measurement_num_0,1571858.07,5182403.34,151.8,,5
CPT_5461_measurement_num_0,1578968.86,5176909.29,157.21,,5
CPT_54621_measurement_num_0,1572608.07,5181868.58,181.99,,5
CPT_5462_measurement_num_0,1574799.71,5177944.67,168.76,,5
CPT_54631_measurement_num_0,1576540.15,5186545.81,160.02,,5
CPT_54632_measurement_num_0,1576542.14,5186532.82,188.09,,5
CPT_54635_measurement_num_0,1579566.09,5178219.21,179.17,,5
CPT_54636_measurement_num_0,1579592.08,5178233.21,178.14,,5
CPT_54638_measurement_num_0,1578205.58,5181035.04,186.57,,5
CPT_5463_measurement_num_0,1574783.3,5177922.45,169.81,,5
CPT_5464_measurement_num_0,1574796.28,5177926.13,164.02,,5
CPT_54651_measurement_num_0,1575641.28,5186963.94,175.25,,5
CPT_54655_measurement_num_0,1575642.49,5186972.63,175.25,,5
CPT_54657_measurement_num_0,1575628.5,5186966.64,181.98,,5
CPT_5465_measurement_num_0,1574826.26,5177928.15,169.84,,5
CPT_54666_measurement_num_0,1576846.05,5184795.51,184.13,,5
CPT_54667_measurement_num_0,1576836.05,5184808.5,184.47,,5
CPT_5466_measurement_num_0,1574808.65,5177901.2,170.35,,5
CPT_54672_measurement_num_0,1576430.21,5184946.44,176.03,,5
CPT_54673_measurement_num_0,1576442.21,5184957.44,171.35,,5
CPT_5467_measurement_num_0,1574825.38,5177908.15,140.87,,5
CPT_54684_measurement_num_0,1575447.77,5178092.14,182.2,,5
CPT_54685_measurement_num_0,1575442.78,5178102.13,164.2,,5
CPT_54688_measurement_num_0,1577413.33,5184477.4,180.31,,5
CPT_5468_measurement_num_0,1574857.77,5177903.2,162.08,,5
CPT_5469_measurement_num_0,1574841.39,5177881.08,159.33,,5
CPT_54700_measurement_num_0,1576546.16,5185658.16,174.81,,5
CPT_54701_measurement_num_0,1576546.16,5185676.16,180.42,,5
CPT_54702_measurement_num_0,1576560.15,5185677.16,165.53,,5
CPT_54704_measurement_num_0,1575545.64,5181524.77,170.78,,5
CPT_54705_measurement_num_0,1575552.63,5181536.77,168.77,,5
CPT_54706_measurement_num_0,1575568.63,5181534.77,166.74,,5
CPT_5470_measurement_num_0,1574947.4,5177935.67,175.41,,5
CPT_54714_measurement_num_0,1579460.13,5178347.16,180.85,,5
CPT_54715_measurement_num_0,1579471.13,5178355.15,182.25,,5
CPT_54716_measurement_num_0,1579487.12,5178356.15,177.93,,5
CPT_5471_measurement_num_0,1574941.39,5177958.75,174.74,,5
CPT_5472_measurement_num_0,1570384.32,5178941.81,129.39,,5
CPT_54737_measurement_num_0,1572891.74,5179640.44,165.74,,5
CPT_54738_measurement_num_0,1572890.74,5179651.44,169.8,,5
CPT_54739_measurement_num_0,1572899.74,5179663.44,174.25,,5
CPT_5473_measurement_num_0,1570384.32,5178941.81,199.36,,5
CPT_54741_measurement_num_0,1573965.31,5180048.32,183.89,,5
CPT_5475_measurement_num_0,1570384.48,5178990.24,184.33,,5
CPT_54770_measurement_num_0,1576246.87,5186565.43,177.61,,5
CPT_54825_measurement_num_0,1572149.62,5188369.14,220.33,,5
CPT_54828_measurement_num_0,1571959.07,5180954.9,162.75,,5
CPT_54829_measurement_num_0,1571946.08,5180945.91,160.69,,5
CPT_54830_measurement_num_0,1571953.07,5180924.91,170.26,,5
CPT_5485_measurement_num_0,1573752.51,5180750.86,189.81,,5
CPT_54908_measurement_num_0,1578180.38,5182914.11,183.57,,5
CPT_54909_measurement_num_0,1578205.08,5182924.29,190.64,,5
CPT_54911_measurement_num_0,1576092.82,5186494.79,176.57,,5
CPT_54954_measurement_num_0,1572852,5186799,201.37,,5
CPT_5495_measurement_num_0,1576520.28,5184026.72,154.04,,5
CPT_54965_measurement_num_0,1572921,5186658,194.67,,5
CPT_55062_measurement_num_0,1570825.88,5183012.5,161.52,,5
CPT_55065_measurement_num_0,1574640.21,5184826.19,200.96,,5
CPT_5506_measurement_num_0,1575340.94,5190857,171.12,,5
CPT_55078_measurement_num_0,1570622.62,5180654.96,176.96,,5
CPT_55079_measurement_num_0,1570609.16,5180654.89,176.62,,5
CPT_5507_measurement_num_0,1575364.98,5190859.49,166.92,,5
CPT_5508_measurement_num_0,1575284.17,5191361.98,178.38,,5
CPT_55099_measurement_num_0,1574345.12,5180930.04,182.08,,5
CPT_5509_measurement_num_0,1579818.73,5177797.06,189.48,,5
CPT_55102_measurement_num_0,1574789.97,5181655.33,176.01,,5
CPT_55103_measurement_num_0,1574775.91,5181631.18,169.25,,5
CPT_55104_measurement_num_0,1574783.5,5181634.54,156.35,,5
CPT_5510_measurement_num_0,1579739.31,5177705.17,186.58,,5
CPT_55139_measurement_num_0,1569415,5188261,151.88,,5
CPT_55143_measurement_num_0,1576494.5,5181637.78,169.4,,5
CPT_55146_measurement_num_0,1576444,5181490,172.67,,5
CPT_55152_measurement_num_0,1576814,5184944.23,187.5,,5
CPT_55153_measurement_num_0,1576518,5182161,170.63,,5
CPT_55154_measurement_num_0,1576562,5182103,164.73,,5
CPT_55155_measurement_num_0,1576327.05,5181727.03,188.77,,5
CPT_55157_measurement_num_0,1572268.32,5178728.6,141.91,,5
CPT_55158_measurement_num_0,1572291.37,5178719.22,141.77,,5
CPT_5516_measurement_num_0,1575177.96,5181475.35,175.77,,5
CPT_55176_measurement_num_0,1578892.77,5179861.68,188.35,,5
CPT_55179_measurement_num_0,1577212.97,5183475.85,182.54,,5
CPT_55180_measurement_num_0,1577200.93,5183466.04,184.42,,5
CPT_55185_measurement_num_0,1576731.41,5183879.05,184.9,,5
CPT_55186_measurement_num_0,1576731.52,5183892.71,182.03,,5
CPT_55187_measurement_num_0,1576738.69,5183899.07,182.14,,5
CPT_55190_measurement_num_0,1576599.26,5185892.65,185.5,,5
CPT_55191_measurement_num_0,1576587.55,5185889.05,174.86,,5
CPT_55192_measurement_num_0,1576594.38,5185901.74,167.17,,5
CPT_55195_measurement_num_0,1571668.22,5179792.35,168.05,,5
CPT_55196_measurement_num_0,1571664.22,5179740.37,171.67,,5
CPT_55197_measurement_num_0,1571637.23,5179738.37,158.44,,5
CPT_55198_measurement_num_0,1572665.86,5178813.76,162.17,,5
CPT_55219_measurement_num_0,1573734.34,5181987.55,174.99,,5
CPT_55220_measurement_num_0,1573721.35,5181993.55,169.15,,5
CPT_55221_measurement_num_0,1573718.62,5182002.17,175.19,,5
CPT_55317_measurement_num_0,1570221,5179869,159.95,,5
CPT_55318_measurement_num_0,1570229,5179895,149.12,,5
CPT_55319_measurement_num_0,1570266,5179886,140.9,,5
CPT_55320_measurement_num_0,1570285,5179894,121.25,,5
CPT_55323_measurement_num_0,1572687,5180607,180.95,,5
CPT_55360_measurement_num_0,1928499,5607343,206.91,,5
CPT_55362_measurement_num_0,1928539,5607317,209.09,,5
CPT_55376_measurement_num_0,1569766.97,5179490.4,140.17,,5
CPT_55386_measurement_num_0,1570763.61,5180370.35,206.84,,5
CPT_55399_measurement_num_0,1574586.87,5183443.59,165.21,,5
CPT_553_measurement_num_0,1572475.34,5180817.38,179.07,,5
CPT_55400_measurement_num_0,1567976.85,5177803.23,133.34,,5
CPT_55412_measurement_num_0,1573435.05,5181161.84,175.44,,5
CPT_55416_measurement_num_0,1574685.69,5180494.14,178.36,,5
CPT_55422_measurement_num_0,1573179.84,5178964.84,146.69,,5
CPT_55439_measurement_num_0,1571186.81,5182847.9,167.41,,5
CPT_5543_measurement_num_0,1576584.93,5182857.78,191.25,,5
CPT_5544_measurement_num_0,1576496.47,5182064.28,177.38,,5
CPT_5545_measurement_num_0,1576597.8,5181918.03,166.49,,5
CPT_55460_measurement_num_0,1573683,5183526,184.56,,5
CPT_5546_measurement_num_0,1576663.06,5181498.72,180.58,,5
CPT_55475_measurement_num_0,1572280.4,5178887.3,153.74,,5
CPT_55496_measurement_num_0,1576987,5185048,191.62,,5
CPT_554_measurement_num_0,1572349.5,5180815.21,144.3,,5
CPT_55500_measurement_num_0,1579209,5178864,175.61,,5
CPT_55506_measurement_num_0,1579212.13,5178865.59,167.28,,5
CPT_55507_measurement_num_0,1573171.14,5181557.65,150.7,,5
CPT_55508_measurement_num_0,1573403.45,5181583.98,146.58,,5
CPT_55509_measurement_num_0,1573681.08,5183528.51,159.52,,5
CPT_5550_measurement_num_0,1573690.42,5180965.67,181.89,,5
CPT_55510_measurement_num_0,1574310.74,5183287.96,141.98,,5
CPT_55511_measurement_num_0,1573725.52,5181312.16,139,,5
CPT_55512_measurement_num_0,1573678.78,5183942.6,155.26,,5
CPT_55513_measurement_num_0,1573678.78,5183942.6,168.39,,5
CPT_5552_measurement_num_0,1573541.56,5180897.61,168.36,,5
CPT_55576_measurement_num_0,1568966.16,5178233.88,113.4,,5
CPT_55580_measurement_num_0,1568866.68,5178206.35,111.24,,5
CPT_55583_measurement_num_0,1568935.95,5178149.42,129.76,,5
CPT_55588_measurement_num_0,1570502,5179677,94.2,,5
CPT_55596_measurement_num_0,1571816.59,5179636.64,164.25,,5
CPT_55598_measurement_num_0,1571810.02,5179644.72,153.15,,5
CPT_55603_measurement_num_0,1571684,5182642,139.02,,5
CPT_55606_measurement_num_0,1575694,5179199,187.55,,5
CPT_55607_measurement_num_0,1575616,5179249,184.42,,5
CPT_55674_measurement_num_0,1570565.79,5181136.36,160.69,,5
CPT_55678_measurement_num_0,1570533.55,5181116.01,157.51,,5
CPT_55683_measurement_num_0,1570513.67,5181079.72,152.74,,5
CPT_55685_measurement_num_0,1570547.98,5181087.97,155.36,,5
CPT_55693_measurement_num_0,1570458.98,5181073.37,159.01,,5
CPT_5573_measurement_num_0,1576635.25,5184386.86,169.73,,5
CPT_55741_measurement_num_0,1575461,5182507,181.54,,5
CPT_55743_measurement_num_0,1575490,5182478,177.19,,5
CPT_5576_measurement_num_0,1569025.82,5182973.58,141.74,,5
CPT_5577_measurement_num_0,1569066.94,5183049.35,141.69,,5
CPT_55789_measurement_num_0,1569593.03,5179857.25,82.94,,5
CPT_5578_measurement_num_0,1569168.65,5183484.17,143.25,,5
CPT_55803_measurement_num_0,1570802.2,5179643.78,176.32,,5
CPT_55804_measurement_num_0,1570801.17,5179628.07,236.69,,5
CPT_55806_measurement_num_0,1570760.37,5179627.56,185.14,,5
CPT_55820_measurement_num_0,1570698.91,5179977.22,109.99,,5
CPT_55821_measurement_num_0,1570714.93,5179960.3,125.36,,5
CPT_55836_measurement_num_0,1570677.73,5179973.72,180.16,,5
CPT_55837_measurement_num_0,1570679.46,5179948.18,160.95,,5
CPT_55838_measurement_num_0,1570655.51,5179936.53,170.27,,5
CPT_55839_measurement_num_0,1570680.9,5179933.75,94.05,,5
CPT_55840_measurement_num_0,1570704.15,5179939.07,167.22,,5
CPT_5584_measurement_num_0,1575533.58,5178098.95,182.7,,5
CPT_5585_measurement_num_0,1574912.21,5183725.92,171.08,,5
CPT_5586_measurement_num_0,1574935.43,5184006.81,171.14,,5
CPT_5588_measurement_num_0,1575440.87,5185952.62,167.86,,5
CPT_55897_measurement_num_0,1574875.87,5176714.02,127.38,,5
CPT_5589_measurement_num_0,1575520.08,5178034.07,179.02,,5
CPT_55912_measurement_num_0,1570896.86,5181041.81,163.26,,5
CPT_55915_measurement_num_0,1570960.75,5181087.84,185.43,,5
CPT_5591_measurement_num_0,1575521.62,5185759.77,177.68,,5
CPT_55959_measurement_num_0,1571637,5178445,155.16,,5
CPT_5598_measurement_num_0,1575546.16,5190991.98,196,,5
CPT_5600_measurement_num_0,1579475.38,5178369.04,179.31,,5
CPT_5601_measurement_num_0,1579376.53,5178643.53,185.72,,5
CPT_5603_measurement_num_0,1579343.77,5178801.92,194.11,,5
CPT_56065_measurement_num_0,1570766.95,5180345.56,154.83,,5
CPT_56066_measurement_num_0,1570740.35,5180311.35,158.7,,5
CPT_56087_measurement_num_0,1571276.81,5179425.15,136.41,,5
CPT_56092_measurement_num_0,1934479.73,5615658.87,170.45,,5
CPT_56096_measurement_num_0,1935293.31,5613272.71,175.66,,5
CPT_56107_measurement_num_0,1931956.62,5621014.29,156,,5
CPT_56110_measurement_num_0,1931557.34,5619641,172.4,,5
CPT_56117_measurement_num_0,1932749.87,5619621.29,148.21,,5
CPT_56118_measurement_num_0,1932463.21,5617898.36,176.99,,5
CPT_56120_measurement_num_0,1932440.76,5617776.96,180.69,,5
CPT_56143_measurement_num_0,1569815.95,5179737.31,155.8,,5
CPT_56144_measurement_num_0,1569841,5179624,153.46,,5
CPT_56145_measurement_num_0,1569853,5179666,149.5,,5
CPT_56154_measurement_num_0,1569843.94,5179708.32,156.89,,5
CPT_56178_measurement_num_0,1564423.05,5162174.82,161.61,,5
CPT_56179_measurement_num_0,1564430.02,5162590.66,192.94,,5
CPT_56180_measurement_num_0,1564495.01,5162296.78,168.77,,5
CPT_56219_measurement_num_0,1570835,5180859,142.48,,5
CPT_56220_measurement_num_0,1570841,5180835,151.55,,5
CPT_56221_measurement_num_0,1570833,5180837,141.6,,5
CPT_5623_measurement_num_0,1575046.95,5181200.9,180.91,,5
CPT_5625_measurement_num_0,1575064.65,5181173.81,175.92,,5
CPT_5626_measurement_num_0,1574859.23,5181198.79,176.87,,5
CPT_5627_measurement_num_0,1574780.92,5181079.53,177.75,,5
CPT_56286_measurement_num_0,1579212.22,5178865.94,164.91,,5
CPT_56287_measurement_num_0,1573683,5183526,156.18,,5
CPT_56288_measurement_num_0,1573688,5181357,151.51,,5
CPT_56289_measurement_num_0,1573171.58,5181557.7,150.38,,5
CPT_56291_measurement_num_0,1573725.37,5181311.81,146.23,,5
CPT_562_measurement_num_0,1571756.43,5181208.25,149.25,,5
CPT_5630_measurement_num_0,1574837.7,5181263.48,179.68,,5
CPT_56322_measurement_num_0,1572282.94,5180981.9,176.97,,5
CPT_56323_measurement_num_0,1572308.93,5180951.91,181.88,,5
CPT_56324_measurement_num_0,1572295.94,5180909.93,178.93,,5
CPT_56380_measurement_num_0,1575498.56,5180069.62,184.1,,5
CPT_56381_measurement_num_0,1575481.16,5179944.5,181.62,,5
CPT_56382_measurement_num_0,1575492.59,5179979.08,163.81,,5
CPT_563_measurement_num_0,1571806.21,5181523.34,144.79,,5
CPT_56405_measurement_num_0,1571405.16,5181258.37,189.09,,5
CPT_56408_measurement_num_0,1571422.92,5181206.47,189.94,,5
CPT_56414_measurement_num_0,1572639,5177188,148,,5
CPT_56446_measurement_num_0,1571172,5179611,165.07,,5
CPT_56447_measurement_num_0,1571232,5179477,122.35,,5
CPT_56448_measurement_num_0,1571233,5179391,165.42,,5
CPT_56449_measurement_num_0,1571226,5179253,126.74,,5
CPT_56450_measurement_num_0,1571084,5179653,156.28,,5
CPT_56451_measurement_num_0,1571155,5179431,158.13,,5
CPT_56452_measurement_num_0,1571265,5179420,171.43,,5
CPT_56453_measurement_num_0,1571177,5179326,159.89,,5
CPT_56454_measurement_num_0,1571315,5179349,144.49,,5
CPT_56455_measurement_num_0,1571293,5179255,165.15,,5
CPT_56458_measurement_num_0,1572844,5178172,140.84,,5
CPT_56459_measurement_num_0,1572761,5178206,136.89,,5
CPT_56464_measurement_num_0,1572438.54,5182327.17,185.41,,5
CPT_56465_measurement_num_0,1572377.56,5182333.44,188.62,,5
CPT_56476_measurement_num_0,1572646.9,5182688.73,206.36,,5
CPT_56485_measurement_num_0,1571233.38,5179520.54,138.41,,5
CPT_564_measurement_num_0,1571813.15,5180885.57,165.21,,5
CPT_56513_measurement_num_0,1571394.55,5179487.47,160.77,,5
CPT_56517_measurement_num_0,1571360.72,5179272.75,171.95,,5
CPT_56529_measurement_num_0,1571298.95,5179188.97,170.42,,5
CPT_56530_measurement_num_0,1571260.82,5179206.14,163.9,,5
CPT_56532_measurement_num_0,1571279.82,5179297.06,132.89,,5
CPT_56533_measurement_num_0,1571290.89,5179277.68,141.89,,5
CPT_56534_measurement_num_0,1571294.44,5179242.26,141.81,,5
CPT_56535_measurement_num_0,1571316.91,5179238.69,142.4,,5
CPT_56536_measurement_num_0,1571338.89,5179239.23,145.36,,5
CPT_56537_measurement_num_0,1571342.89,5179265.9,149.65,,5
CPT_56538_measurement_num_0,1571317.26,5179195.49,148.88,,5
CPT_56539_measurement_num_0,1571317.26,5179213.93,137.97,,5
